domain,counter offset,name,group count,detailed description,flag,record byte offset,record length,primary group index,description
3,0,PM_DPTEG_FROM_LMEM,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from the local chip's Memory due to a data side request
3,0,PM_DPTEG_FROM_MEMORY,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from a memory location including L4 from local remote or distant due to a data side request
3,0,PM_DPTEG_FROM_OFF_CHIP_CACHE,1,,0,0,0,0,A Page Table Entry was loaded into the TLB either shared or modified data from another core's L2/L3 on a different chip (remote or distant) due to a data side request
3,0,PM_DPTEG_FROM_ON_CHIP_CACHE,1,,0,0,0,0,A Page Table Entry was loaded into the TLB either shared or modified data from another core's L2/L3 on the same chip due to a data side request
3,0,PM_DPTEG_FROM_RL2L3_MOD,1,,0,0,0,0,"A Page Table Entry was loaded into the TLB with Modified (M) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to a data side request"
3,0,PM_DPTEG_FROM_RL2L3_SHR,1,,0,0,0,0,"A Page Table Entry was loaded into the TLB with Shared (S) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to a data side request"
3,0,PM_DPTEG_FROM_RL4,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from another chip's L4 on the same Node or Group ( Remote) due to a data side request
3,0,PM_DPTEG_FROM_RMEM,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from another chip's memory on the same Node or Group ( Remote) due to a data side request
3,0,PM_DSLB_MISS,1,,0,0,0,0,Data SLB Miss - Total of all segment sizes
3,0,PM_DTLB_MISS,1,Data PTEG Reloaded (DTLB Miss),0,0,0,0,Data PTEG reload
3,0,PM_DTLB_MISS_16G,1,,0,0,0,0,Data TLB Miss page size 16G
3,0,PM_DTLB_MISS_16M,1,,0,0,0,0,Data TLB Miss page size 16M
3,0,PM_DTLB_MISS_4K,1,,0,0,0,0,Data TLB Miss page size 4k
3,0,PM_DTLB_MISS_64K,1,,0,0,0,0,Data TLB Miss page size 64K
3,0,PM_EAT_FORCE_MISPRED,1,,0,0,0,0,XL-form branch was mispredicted due to the predicted target address missing from EAT. The EAT forces a mispredict in this case since there is no predicated target to validate. This is a rare case that may occur when the EAT is full and a branch is issue
3,0,PM_EAT_FULL_CYC,1,Cycles No room in EATSet on bank conflict and case where no ibuffers available,0,0,0,0,Cycles No room in EAT
3,0,PM_EE_OFF_EXT_INT,1,,0,0,0,0,Ee off and external interrupt
3,0,PM_EXT_INT,1,,0,0,0,0,external interrupt
3,0,PM_FAV_TBEGIN,1,,0,0,0,0,Dispatch time Favored tbegin
3,0,PM_FLOP,1,Floating Point Operations Finished,0,0,0,0,Floating Point Operation Finished
3,0,PM_FLOP_SUM_SCALAR,1,,0,0,0,0,flops summary scalar instructions
3,0,PM_FLOP_SUM_VEC,1,,0,0,0,0,flops summary vector instructions
3,0,PM_FLUSH,1,,0,0,0,0,Flush (any type)
3,0,PM_FLUSH_BR_MPRED,1,,0,0,0,0,Flush caused by branch mispredict
3,0,PM_FLUSH_COMPLETION,1,,0,0,0,0,Completion Flush
3,0,PM_FLUSH_DISP,1,,0,0,0,0,Dispatch flush
3,0,PM_FLUSH_DISP_SB,1,,0,0,0,0,Dispatch Flush: Scoreboard
3,0,PM_FLUSH_DISP_SYNC,1,,0,0,0,0,Dispatch Flush: Sync
3,0,PM_FLUSH_DISP_TLBIE,1,,0,0,0,0,Dispatch Flush: TLBIE
3,0,PM_FLUSH_LSU,1,,0,0,0,0,Flush initiated by LSU
3,0,PM_FLUSH_PARTIAL,1,,0,0,0,0,Partial flush
3,0,PM_FPU0_FCONV,1,,0,0,0,0,Convert instruction executed
3,0,PM_FPU0_FEST,1,,0,0,0,0,Estimate instruction executed
3,0,PM_FPU0_FRSP,1,,0,0,0,0,Round to single precision instruction executed
3,0,PM_FPU1_FCONV,1,,0,0,0,0,Convert instruction executed
3,0,PM_FPU1_FEST,1,,0,0,0,0,Estimate instruction executed
3,0,PM_FPU1_FRSP,1,,0,0,0,0,Round to single precision instruction executed
3,0,PM_FREQ_DOWN,1,Frequency is being slewed down due to Power Management,0,0,0,0,Power Management: Below Threshold B
3,0,PM_FREQ_UP,1,Frequency is being slewed up due to Power Management,0,0,0,0,Power Management: Above Threshold A
3,0,PM_FUSION_TOC_GRP0_1,1,,0,0,0,0,One pair of instructions fused with TOC in Group0
3,0,PM_FUSION_TOC_GRP0_2,1,,0,0,0,0,Two pairs of instructions fused with TOCin Group0
3,0,PM_FUSION_TOC_GRP0_3,1,,0,0,0,0,Three pairs of instructions fused with TOC in Group0
3,0,PM_FUSION_TOC_GRP1_1,1,,0,0,0,0,One pair of instructions fused with TOX in Group1
3,0,PM_FUSION_VSX_GRP0_1,1,,0,0,0,0,One pair of instructions fused with VSX in Group0
3,0,PM_FUSION_VSX_GRP0_2,1,,0,0,0,0,Two pairs of instructions fused with VSX in Group0
3,0,PM_FUSION_VSX_GRP0_3,1,,0,0,0,0,Three pairs of instructions fused with VSX in Group0
3,0,PM_FUSION_VSX_GRP1_1,1,,0,0,0,0,One pair of instructions fused with VSX in Group1
3,0,PM_FXU0_BUSY_FXU1_IDLE,1,,0,0,0,0,fxu0 busy and fxu1 idle
3,0,PM_FXU0_FIN,1,FXU0 Finished,0,0,0,0,The fixed point unit Unit 0 finished an instruction. Instructions that finish may not necessary complete
3,0,PM_FXU1_BUSY_FXU0_IDLE,1,fxu0 idle and fxu1 busy.,0,0,0,0,fxu0 idle and fxu1 busy
3,0,PM_FXU1_FIN,1,,0,0,0,0,FXU1 Finished
3,0,PM_FXU_BUSY,1,fxu0 busy and fxu1 busy.,0,0,0,0,fxu0 busy and fxu1 busy
3,0,PM_FXU_IDLE,1,,0,0,0,0,fxu0 idle and fxu1 idle
3,0,PM_GCT_EMPTY_CYC,1,,0,0,0,0,No itags assigned either thread (GCT Empty)
3,0,PM_GCT_NOSLOT_BR_MPRED,1,,0,0,0,0,Gct empty fo this thread due to branch mispred
3,0,PM_GCT_NOSLOT_BR_MPRED_ICMISS,1,,0,0,0,0,Gct empty fo this thread due to Icache Miss and branch mispred
3,0,PM_GCT_NOSLOT_CYC,1,"Pipeline empty (No itags assigned , no GCT slots used)",0,0,0,0,No itags assigned
3,0,PM_GCT_NOSLOT_DISP_HELD_ISSQ,1,,0,0,0,0,Gct empty fo this thread due to dispatch hold on this thread due to Issue q full
3,0,PM_GCT_NOSLOT_DISP_HELD_MAP,1,,0,0,0,0,Gct empty fo this thread due to dispatch hold on this thread due to Mapper full
3,0,PM_GCT_NOSLOT_DISP_HELD_OTHER,1,,0,0,0,0,Gct empty fo this thread due to dispatch hold on this thread due to sync
3,0,PM_GCT_NOSLOT_DISP_HELD_SRQ,1,,0,0,0,0,Gct empty fo this thread due to dispatch hold on this thread due to SRQ full
3,0,PM_GCT_NOSLOT_IC_L3MISS,1,,0,0,0,0,Gct empty fo this thread due to icach l3 miss
3,0,PM_GCT_NOSLOT_IC_MISS,1,,0,0,0,0,Gct empty fo this thread due to Icache Miss
3,0,PM_GCT_UTIL_1-2_ENTRIES,1,,0,0,0,0,GCT Utilization 1-2 entries
3,0,PM_GCT_UTIL_11-14_ENTRIES,1,,0,0,0,0,GCT Utilization 11+ entries
3,0,PM_GCT_UTIL_14-17_ENTRIES,1,,0,0,0,0,GCT Utilization 14 17 entries
3,0,PM_GCT_UTIL_17+_ENTRIES,1,,0,0,0,0,GCT Utilization 17+ entries
3,0,PM_GCT_UTIL_3-6_ENTRIES,1,,0,0,0,0,GCT Utilization 3-6 entries
3,0,PM_GCT_UTIL_7-10_ENTRIES,1,,0,0,0,0,GCT Utilization 7-10 entries
3,0,PM_GRP_BR_MPRED_NONSPEC,1,Group experienced Non-speculative br mispredicct,0,0,0,0,Group experienced non-speculative branch redirect
3,0,PM_GRP_CMPL,1,,0,0,0,0,group completed
3,0,PM_GRP_DISP,1,dispatch_success (Group Dispatched),0,0,0,0,group dispatch
3,0,PM_GRP_IC_MISS_NONSPEC,1,Group experi enced Non-specu lative I cache miss,0,0,0,0,Group experienced non-speculative I cache miss
3,0,PM_GRP_MRK,1,Instruction marked in idu,0,0,0,0,Instruction Marked
3,0,PM_GRP_NON_FULL_GROUP,1,,0,0,0,0,"GROUPs where we did not have 6 non branch instructions in the group(ST mode), in SMT mode 3 non branches"
3,0,PM_GRP_PUMP_CPRED,1,,0,0,0,0,"Initial and Final Pump Scope and data sourced across this scope was group pump for all data types ( demand load,inst fetch,xlate (I or d)"
3,0,PM_GRP_PUMP_MPRED,1,,0,0,0,0,"Final Pump Scope(Group) to get data sourced, ended up larger than Initial Pump Scope OR Final Pump Scope(Group) got data from source that was at smaller scope(Chip) Final pump was group pump and initial pump was chip or final and initial pump was group but data was sourced at chip scope levelfor all data types ( demand load,inst fetch,xlate (I or d)"
3,0,PM_GRP_PUMP_MPRED_RTY,1,,0,0,0,0,"Final Pump Scope(Group) to get data sourced, ended up larger than Initial Pump Scope (Chip) Final pump was group pump and initial pump was chip pumpfor all data types ( demand load,inst fetch,xlate (I or d)"
3,0,PM_GRP_TERM_2ND_BRANCH,1,,0,0,0,0,"There were enough instructions in the Ibuffer, but 2nd branch ends group"
3,0,PM_GRP_TERM_FPU_AFTER_BR,1,,0,0,0,0,"There were enough instructions in the Ibuffer, but FPU OP IN same group after a branch terminates a group, cant do partial flushes"
3,0,PM_GRP_TERM_NOINST,1,,0,0,0,0,"Do not fill every slot in the group, Not enough instructions in the Ibuffer. This includes cases where the group started with enough instructions, but some got knocked out by a cache miss or branch redirect (which would also empty the Ibuffer)"
3,0,PM_GRP_TERM_OTHER,1,,0,0,0,0,"There were enough instructions in the Ibuffer, but the group terminated early for some other reason, most likely due to a First or Last"
3,0,PM_GRP_TERM_SLOT_LIMIT,1,,0,0,0,0,"There were enough instructions in the Ibuffer, but 3 src RA/RB/RC , 2 way crack caused a group termination"
3,0,PM_HV_CYC,1,,0,0,0,0,cycles in hypervisor mode
3,0,PM_IBUF_FULL_CYC,1,Cycles No room in ibufffully qualified tranfer (if5 valid),0,0,0,0,Cycles No room in ibuff
3,0,PM_ICMISS_INVALIDATED_LINE,1,,0,0,0,0,"threaded version, IC Misses where we got EA dir hit but no sector valids were on. ICBI took line out"
3,0,PM_IC_DEMAND_CYC,1,Demand ifetch pending,0,0,0,0,Cycles when a demand ifetch was pending
3,0,PM_IC_DEMAND_L2_BHT_REDIRECT,1,,0,0,0,0,"L2 I cache demand request due to BHT redirect, branch redirect ( 2 bubbles 3 cycles)"
3,0,PM_IC_DEMAND_L2_BR_REDIRECT,1,,0,0,0,0,L2 I cache demand request due to branch Mispredict ( 15 cycle path)
3,0,PM_IC_DEMAND_REQ,1,,0,0,0,0,Demand Instruction fetch request
3,0,PM_IC_INVALIDATE,1,,0,0,0,0,Ic line invalidated
3,0,PM_IC_PREF_CANCEL_HIT,1,,0,0,0,0,Prefetch Canceled due to icache hit
3,0,PM_IC_PREF_CANCEL_L2,1,,0,0,0,0,L2 Squashed request
3,0,PM_IC_PREF_CANCEL_PAGE,1,,0,0,0,0,Prefetch Canceled due to page boundary
3,0,PM_IC_PREF_REQ,1,,0,0,0,0,Instruction prefetch requests
3,0,PM_IC_PREF_WRITE,1,,0,0,0,0,Instruction prefetch written into IL1
3,0,PM_IC_RELOAD_PRIVATE,1,,0,0,0,0,"Reloading line was brought in private for a specific thread. Most lines are brought in shared for all eight thrreads. If RA does not match then invalidates and then brings it shared to other thread. In P7 line brought in private , then line was invalidat"
3,0,PM_IERAT_RELOAD,1,IERAT Reloaded (Miss),0,0,0,0,Cycles Instruction ERAT was reloaded
3,0,PM_IERAT_RELOAD_16M,1,,0,0,0,0,IERAT Reloaded (Miss) for a 16M page
3,0,PM_IERAT_RELOAD_4K,1,IERAT Reloaded (Miss) for a 4k page,0,0,0,0,IERAT Miss (Not implemented as DI on POWER6)
3,0,PM_IERAT_RELOAD_64K,1,,0,0,0,0,IERAT Reloaded (Miss) for a 64k page
3,0,PM_IFETCH_THROTTLE,1,Cycles instruction fecth was throttled in IFU,0,0,0,0,Cycles in which Instruction fetch throttle was active
3,0,PM_IFU_L2_TOUCH,1,,0,0,0,0,L2 touch to update MRU on a line
3,0,PM_INST_CHIP_PUMP_CPRED,1,,0,0,0,0,Initial and Final Pump Scope and data sourced across this scope was chip pump (prediction=correct) for an instruction fetch
3,0,PM_INST_CMPL,1,# PPC Instructions Finished (completed),0,0,0,0,Number of PowerPC Instructions that completed
3,0,PM_INST_DISP,1,,0,0,0,0,# PPC Dispatched
3,0,PM_INST_FROM_DL2L3_MOD,1,,0,0,0,0,"The processor's Instruction cache was reloaded with Modified (M) data from another chip's L2 or L3 on a different Node or Group (Distant), as this chip due to a instruction fetch"
3,0,PM_INST_FROM_DL2L3_SHR,1,,0,0,0,0,"The processor's Instruction cache was reloaded with Shared (S) data from another chip's L2 or L3 on a different Node or Group (Distant), as this chip due to a instruction fetch"
3,0,PM_INST_FROM_DL4,1,,0,0,0,0,The processor's Instruction cache was reloaded from another chip's L4 on a different Node or Group (Distant) due to a instruction fetch
3,0,PM_INST_FROM_DMEM,1,,0,0,0,0,The processor's Instruction cache was reloaded from another chip's memory on the same Node or Group (Distant) due to a instruction fetch
3,0,PM_INST_FROM_L1,1,,0,0,0,0,Instruction fetches from L1
3,0,PM_INST_FROM_L2,1,,0,0,0,0,The processor's Instruction cache was reloaded from local core's L2 due to a instruction fetch
3,0,PM_INST_FROM_L2.1_MOD,1,,0,0,0,0,The processor's Instruction cache was reloaded with Modified (M) data from another core's L2 on the same chip due to a instruction fetch
3,0,PM_INST_FROM_L2.1_SHR,1,,0,0,0,0,The processor's Instruction cache was reloaded with Shared (S) data from another core's L2 on the same chip due to a instruction fetch
3,0,PM_INST_FROM_L2MISS,1,,0,0,0,0,The processor's Instruction cache was reloaded from a localtion other than the local core's L2 due to a instruction fetch
3,0,PM_INST_FROM_L2_DISP_CONFLICT_LDHITST,1,,0,0,0,0,The processor's Instruction cache was reloaded from local core's L2 with load hit store conflict due to a instruction fetch
3,0,PM_INST_FROM_L2_DISP_CONFLICT_OTHER,1,,0,0,0,0,The processor's Instruction cache was reloaded from local core's L2 with dispatch conflict due to a instruction fetch
3,0,PM_INST_FROM_L2_MEPF,1,,0,0,0,0,The processor's Instruction cache was reloaded from local core's L2 hit without dispatch conflicts on Mepf state. due to a instruction fetch
3,0,PM_INST_FROM_L2_NO_CONFLICT,1,,0,0,0,0,The processor's Instruction cache was reloaded from local core's L2 without conflict due to a instruction fetch
3,0,PM_INST_FROM_L3,1,,0,0,0,0,The processor's Instruction cache was reloaded from local core's L3 due to a instruction fetch
3,0,PM_INST_FROM_L3.1_ECO_MOD,1,,0,0,0,0,The processor's Instruction cache was reloaded with Modified (M) data from another core's ECO L3 on the same chip due to a instruction fetch
3,0,PM_INST_FROM_L3.1_ECO_SHR,1,,0,0,0,0,The processor's Instruction cache was reloaded with Shared (S) data from another core's ECO L3 on the same chip due to a instruction fetch
3,0,PM_INST_FROM_L3.1_MOD,1,,0,0,0,0,The processor's Instruction cache was reloaded with Modified (M) data from another core's L3 on the same chip due to a instruction fetch
3,0,PM_INST_FROM_L3.1_SHR,1,,0,0,0,0,The processor's Instruction cache was reloaded with Shared (S) data from another core's L3 on the same chip due to a instruction fetch
3,0,PM_INST_FROM_L3MISS,1,Inst from L3 miss,0,0,0,0,new
3,0,PM_INST_FROM_L3MISS_MOD,1,,0,0,0,0,The processor's Instruction cache was reloaded from a localtion other than the local core's L3 due to a instruction fetch
3,0,PM_INST_FROM_L3_DISP_CONFLICT,1,,0,0,0,0,The processor's Instruction cache was reloaded from local core's L3 with dispatch conflict due to a instruction fetch
3,0,PM_INST_FROM_L3_MEPF,1,,0,0,0,0,The processor's Instruction cache was reloaded from local core's L3 without dispatch conflicts hit on Mepf state. due to a instruction fetch
3,0,PM_INST_FROM_L3_NO_CONFLICT,1,,0,0,0,0,The processor's Instruction cache was reloaded from local core's L3 without conflict due to a instruction fetch
3,0,PM_INST_FROM_LL4,1,,0,0,0,0,The processor's Instruction cache was reloaded from the local chip's L4 cache due to a instruction fetch
3,0,PM_INST_FROM_LMEM,1,,0,0,0,0,The processor's Instruction cache was reloaded from the local chip's Memory due to a instruction fetch
3,0,PM_INST_FROM_MEMORY,1,,0,0,0,0,The processor's Instruction cache was reloaded from a memory location including L4 from local remote or distant due to a instruction fetch
3,0,PM_INST_FROM_OFF_CHIP_CACHE,1,,0,0,0,0,The processor's Instruction cache was reloaded either shared or modified data from another core's L2/L3 on a different chip (remote or distant) due to a instruction fetch
3,0,PM_INST_FROM_ON_CHIP_CACHE,1,,0,0,0,0,The processor's Instruction cache was reloaded either shared or modified data from another core's L2/L3 on the same chip due to a instruction fetch
3,0,PM_INST_FROM_RL2L3_MOD,1,,0,0,0,0,"The processor's Instruction cache was reloaded with Modified (M) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to a instruction fetch"
3,0,PM_INST_FROM_RL2L3_SHR,1,,0,0,0,0,"The processor's Instruction cache was reloaded with Shared (S) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to a instruction fetch"
3,0,PM_INST_FROM_RL4,1,,0,0,0,0,The processor's Instruction cache was reloaded from another chip's L4 on the same Node or Group ( Remote) due to a instruction fetch
3,0,PM_INST_FROM_RMEM,1,,0,0,0,0,The processor's Instruction cache was reloaded from another chip's memory on the same Node or Group ( Remote) due to a instruction fetch
3,0,PM_INST_GRP_PUMP_CPRED,1,,0,0,0,0,Initial and Final Pump Scope and data sourced across this scope was group pump for an instruction fetch
3,0,PM_INST_GRP_PUMP_MPRED,1,,0,0,0,0,"Final Pump Scope(Group) to get data sourced, ended up larger than Initial Pump Scope OR Final Pump Scope(Group) got data from source that was at smaller scope(Chip) Final pump was group pump and initial pump was chip or final and initial pump was group but data was sourced at chip scope levelfor an instruction fetch"
3,0,PM_INST_GRP_PUMP_MPRED_RTY,1,,0,0,0,0,"Final Pump Scope(Group) to get data sourced, ended up larger than Initial Pump Scope (Chip) Final pump was group pump and initial pump was chip pumpfor an instruction fetch"
3,0,PM_INST_IMC_MATCH_CMPL,1,IMC Match Count,0,0,0,0,IMC Match Count ( Not architected in P8)
3,0,PM_INST_IMC_MATCH_DISP,1,IMC Matches dispatched,0,0,0,0,Matched Instructions Dispatched
3,0,PM_INST_PUMP_CPRED,1,,0,0,0,0,Pump prediction correct. Counts across all types of pumpsfor an instruction fetch
3,0,PM_INST_PUMP_MPRED,1,,0,0,0,0,Pump Mis prediction Counts across all types of pumpsfor an instruction fetch
3,0,PM_INST_SYS_PUMP_CPRED,1,,0,0,0,0,Initial and Final Pump Scope and data sourced across this scope was system pump for an instruction fetch
3,0,PM_INST_SYS_PUMP_MPRED,1,,0,0,0,0,"Final Pump Scope(system) to get data sourced, ended up larger than Initial Pump Scope(Chip/Group) OR Final Pump Scope(system) got data from source that was at smaller scope(Chip/group) Final pump was system pump and initial pump was chip or group or final and initial pump was system but data was sourced at chip/group scope levelfor an instruction fetch"
3,0,PM_INST_SYS_PUMP_MPRED_RTY,1,,0,0,0,0,"Final Pump Scope(system) to get data sourced, ended up larger than Initial Pump Scope (Chip or Group) for an instruction fetch"
3,0,PM_IOPS_CMPL,1,IOPS Completed,0,0,0,0,Internal Operations completed
3,0,PM_IOPS_DISP,1,IOPS dispatched,0,0,0,0,Internal Operations dispatched
3,0,PM_IPTEG_FROM_DL2L3_MOD,1,,0,0,0,0,"A Page Table Entry was loaded into the TLB with Modified (M) data from another chip's L2 or L3 on a different Node or Group (Distant), as this chip due to a instruction side request"
3,0,PM_IPTEG_FROM_DL2L3_SHR,1,,0,0,0,0,"A Page Table Entry was loaded into the TLB with Shared (S) data from another chip's L2 or L3 on a different Node or Group (Distant), as this chip due to a instruction side request"
3,0,PM_IPTEG_FROM_DL4,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from another chip's L4 on a different Node or Group (Distant) due to a instruction side request
3,0,PM_IPTEG_FROM_DMEM,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from another chip's memory on the same Node or Group (Distant) due to a instruction side request
3,0,PM_IPTEG_FROM_L2,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L2 due to a instruction side request
3,0,PM_IPTEG_FROM_L2.1_MOD,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Modified (M) data from another core's L2 on the same chip due to a instruction side request
3,0,PM_IPTEG_FROM_L2.1_SHR,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Shared (S) data from another core's L2 on the same chip due to a instruction side request
3,0,PM_IPTEG_FROM_L2MISS,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from a localtion other than the local core's L2 due to a instruction side request
3,0,PM_IPTEG_FROM_L2_DISP_CONFLICT_LDHITST,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L2 with load hit store conflict due to a instruction side request
3,0,PM_IPTEG_FROM_L2_DISP_CONFLICT_OTHER,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L2 with dispatch conflict due to a instruction side request
3,0,PM_IPTEG_FROM_L2_MEPF,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L2 hit without dispatch conflicts on Mepf state. due to a instruction side request
3,0,PM_IPTEG_FROM_L2_NO_CONFLICT,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L2 without conflict due to a instruction side request
3,0,PM_IPTEG_FROM_L3,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L3 due to a instruction side request
3,0,PM_IPTEG_FROM_L3.1_ECO_MOD,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Modified (M) data from another core's ECO L3 on the same chip due to a instruction side request
3,0,PM_IPTEG_FROM_L3.1_ECO_SHR,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Shared (S) data from another core's ECO L3 on the same chip due to a instruction side request
3,0,PM_IPTEG_FROM_L3.1_MOD,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Modified (M) data from another core's L3 on the same chip due to a instruction side request
3,0,PM_IPTEG_FROM_L3.1_SHR,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Shared (S) data from another core's L3 on the same chip due to a instruction side request
3,0,PM_IPTEG_FROM_L3MISS,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from a localtion other than the local core's L3 due to a instruction side request
3,0,PM_IPTEG_FROM_L3_DISP_CONFLICT,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L3 with dispatch conflict due to a instruction side request
3,0,PM_IPTEG_FROM_L3_MEPF,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L3 without dispatch conflicts hit on Mepf state. due to a instruction side request
3,0,PM_IPTEG_FROM_L3_NO_CONFLICT,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L3 without conflict due to a instruction side request
3,0,PM_IPTEG_FROM_LL4,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from the local chip's L4 cache due to a instruction side request
3,0,PM_IPTEG_FROM_LMEM,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from the local chip's Memory due to a instruction side request
3,0,PM_IPTEG_FROM_MEMORY,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from a memory location including L4 from local remote or distant due to a instruction side request
3,0,PM_IPTEG_FROM_OFF_CHIP_CACHE,1,,0,0,0,0,A Page Table Entry was loaded into the TLB either shared or modified data from another core's L2/L3 on a different chip (remote or distant) due to a instruction side request
3,0,PM_IPTEG_FROM_ON_CHIP_CACHE,1,,0,0,0,0,A Page Table Entry was loaded into the TLB either shared or modified data from another core's L2/L3 on the same chip due to a instruction side request
3,0,PM_IPTEG_FROM_RL2L3_MOD,1,,0,0,0,0,"A Page Table Entry was loaded into the TLB with Modified (M) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to a instruction side request"
3,0,PM_IPTEG_FROM_RL2L3_SHR,1,,0,0,0,0,"A Page Table Entry was loaded into the TLB with Shared (S) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to a instruction side request"
3,0,PM_IPTEG_FROM_RL4,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from another chip's L4 on the same Node or Group ( Remote) due to a instruction side request
3,0,PM_IPTEG_FROM_RMEM,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from another chip's memory on the same Node or Group ( Remote) due to a instruction side request
3,0,PM_ISIDE_DISP,1,,0,0,0,0,All i-side dispatch attempts
3,0,PM_ISIDE_DISP_FAIL,1,,0,0,0,0,All i-side dispatch attempts that failed due to a addr collision with another machine
3,0,PM_ISIDE_DISP_FAIL_OTHER,1,,0,0,0,0,All i-side dispatch attempts that failed due to a reason other than addrs collision
3,0,PM_ISIDE_L2MEMACC,1,,0,0,0,0,valid when first beat of data comes in for an i-side fetch where data came from mem(or L4)
3,0,PM_ISIDE_MRU_TOUCH,1,,0,0,0,0,Iside L2 MRU touch
3,0,PM_ISLB_MISS,1,Instruction SLB Miss - Total of all segment sizesSRQ sync duration,0,0,0,0,Instruction SLB Miss - Total of all segment sizes
3,0,PM_ISU_REF_FX0,1,,0,0,0,0,FX0 ISU reject
3,0,PM_ISU_REF_FX1,1,,0,0,0,0,FX1 ISU reject
3,0,PM_ISU_REF_LS0,1,,0,0,0,0,LS0 ISU reject
3,0,PM_ISU_REF_LS1,1,,0,0,0,0,LS1 ISU reject
3,0,PM_ISU_REF_LS2,1,,0,0,0,0,LS2 ISU reject
3,0,PM_ISU_REF_LS3,1,,0,0,0,0,LS3 ISU reject
3,0,PM_ISU_REJECTS_ALL,1,,0,0,0,0,All isu rejects could be more than 1 per cycle
3,0,PM_ISU_REJECT_RES_NA,1,,0,0,0,0,ISU reject due to resource not available
3,0,PM_ISU_REJECT_SAR_BYPASS,1,,0,0,0,0,Reject because of SAR bypass
3,0,PM_ISU_REJECT_SRC_NA,1,,0,0,0,0,ISU reject due to source not available
3,0,PM_ISU_REJ_VS0,1,,0,0,0,0,VS0 ISU reject
3,0,PM_ISU_REJ_VS1,1,,0,0,0,0,VS1 ISU reject
3,0,PM_ISYNC,1,,0,0,0,0,Isync count per thread
3,0,PM_ITLB_MISS,1,ITLB Reloaded,0,0,0,0,ITLB Reloaded (always zero on POWER6)
3,0,PM_L1MISS_LAT_EXC_1024,1,Reload latency exceeded 1024 cyc,0,0,0,0,L1 misses that took longer than 1024 cyles to resolve (miss to reload)
3,0,PM_L1MISS_LAT_EXC_2048,1,Reload latency exceeded 2048 cyc,0,0,0,0,L1 misses that took longer than 2048 cyles to resolve (miss to reload)
3,0,PM_L1MISS_LAT_EXC_256,1,Reload latency exceeded 256 cyc,0,0,0,0,L1 misses that took longer than 256 cyles to resolve (miss to reload)
3,0,PM_L1MISS_LAT_EXC_32,1,Reload latency exceeded 32 cyc,0,0,0,0,L1 misses that took longer than 32 cyles to resolve (miss to reload)
3,0,PM_L1PF_L2MEMACC,1,,0,0,0,0,valid when first beat of data comes in for an L1pref where data came from mem(or L4)
3,0,PM_L1_DCACHE_RELOADED_ALL,1,,0,0,0,0,L1 data cache reloaded for demand or prefetch
3,0,PM_L1_DCACHE_RELOAD_VALID,1,,0,0,0,0,DL1 reloaded due to Demand Load
3,0,PM_L1_DEMAND_WRITE,1,,0,0,0,0,Instruction Demand sectors wriittent into IL1
3,0,PM_L1_ICACHE_MISS,1,,0,0,0,0,Demand iCache Miss
3,0,PM_L1_ICACHE_RELOADED_ALL,1,,0,0,0,0,"Counts all Icache reloads includes demand, prefetchm prefetch turned into demand and demand turned into prefetch"
3,0,PM_L1_ICACHE_RELOADED_PREF,1,,0,0,0,0,Counts all Icache prefetch reloads ( includes demand turned into prefetch)
3,0,PM_L2_CASTOUT_MOD,1,,0,0,0,0,"L2 Castouts - Modified (M, Mu, Me)"
